,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
97,frozenset({29}),frozenset({27}),0.10417505705463821,0.014364344207276145,0.001879446905624916,0.01804123711340206,1.2559736005395508,0.0003830405282794617,1.003744447368968
98,frozenset({60}),frozenset({29}),0.0025506779433481005,0.10417505705463821,0.0006712310377231843,0.2631578947368421,2.5261123168746606,0.00040551401744688865,1.2157624225687051
99,frozenset({29}),frozenset({60}),0.10417505705463821,0.0025506779433481005,0.0006712310377231843,0.006443298969072164,2.52611231687466,0.00040551401744688865,1.0039178650012475
100,frozenset({32}),frozenset({30}),0.00644381796214257,0.004832863471606927,0.0005369848301785474,0.08333333333333333,17.243055555555557,0.000505842737731624,1.0856368762127924
101,frozenset({30}),frozenset({32}),0.004832863471606927,0.00644381796214257,0.0005369848301785474,0.11111111111111112,17.243055555555557,0.000505842737731624,1.1177507047925896
102,frozenset({32}),frozenset({38}),0.00644381796214257,0.045509464357631896,0.0005369848301785474,0.08333333333333333,1.8311209439528022,0.00024373012630335195,1.041262402518947
103,frozenset({38}),frozenset({32}),0.045509464357631896,0.00644381796214257,0.0005369848301785474,0.011799410029498525,1.8311209439528022,0.00024373012630335195,1.0054195394353242
104,frozenset({33}),frozenset({38}),0.010873942811115585,0.045509464357631896,0.0006712310377231843,0.06172839506172839,1.3563858844094832,0.00017636372493379194,1.0172859656188398
105,frozenset({38}),frozenset({33}),0.045509464357631896,0.010873942811115585,0.0006712310377231843,0.014749262536873156,1.3563858844094834,0.00017636372493379194,1.0039333334941072
106,frozenset({34}),frozenset({44}),0.015169821452543966,0.03195059739562357,0.0005369848301785474,0.035398230088495575,1.1079051089462333,5.22999723848216e-05,1.0035741513238032
107,frozenset({44}),frozenset({34}),0.03195059739562357,0.015169821452543966,0.0005369848301785474,0.01680672268907563,1.1079051089462333,5.22999723848216e-05,1.0016648824542502
108,frozenset({34}),frozenset({47}),0.015169821452543966,0.0873942811115586,0.0013424620754463685,0.08849557522123894,1.0126014436605357,1.6706435010588978e-05,1.0012082158679019
109,frozenset({47}),frozenset({34}),0.0873942811115586,0.015169821452543966,0.0013424620754463685,0.015360983102918585,1.0126014436605357,1.6706435010588978e-05,1.0001941438914101
110,frozenset({34}),frozenset({52}),0.015169821452543966,0.0178547456034367,0.0008054772452678212,0.05309734513274336,2.9738505555925214,0.000534623942383092,1.0372188200636603
111,frozenset({52}),frozenset({34}),0.0178547456034367,0.015169821452543966,0.0008054772452678212,0.04511278195488722,2.9738505555925214,0.000534623942383092,1.031357588557572
112,frozenset({56}),frozenset({34}),0.03275607464089139,0.015169821452543966,0.0006712310377231843,0.020491803278688527,1.3508269258668215,0.0001743272339346587,1.0054333203580723
113,frozenset({34}),frozenset({56}),0.015169821452543966,0.03275607464089139,0.0006712310377231843,0.04424778761061947,1.3508269258668215,0.0001743272339346587,1.0120237367183267
114,frozenset({53}),frozenset({38}),0.014095851792186871,0.045509464357631896,0.0006712310377231843,0.047619047619047616,1.046354825115887,2.9736372996194194e-05,1.0022150624244865
115,frozenset({38}),frozenset({53}),0.045509464357631896,0.014095851792186871,0.0006712310377231843,0.014749262536873156,1.046354825115887,2.9736372996194194e-05,1.0006631923426605
116,frozenset({47}),frozenset({39}),0.0873942811115586,0.005504094509330111,0.0005369848301785474,0.006144393241167435,1.1163313476452736,5.5958447365565486e-05,1.0006442573020495
117,frozenset({39}),frozenset({47}),0.005504094509330111,0.0873942811115586,0.0005369848301785474,0.0975609756097561,1.1163313476452736,5.5958447365565486e-05,1.0112657966061107
118,frozenset({53}),frozenset({39}),0.014095851792186871,0.005504094509330111,0.0005369848301785474,0.03809523809523809,6.921254355400697,0.00045939992972484066,1.0338818819457458
119,frozenset({39}),frozenset({53}),0.005504094509330111,0.014095851792186871,0.0005369848301785474,0.0975609756097561,6.921254355400697,0.00045939992972484066,1.0924883804464955
120,frozenset({56}),frozenset({43}),0.03275607464089139,0.008457511075312122,0.0005369848301785474,0.01639344262295082,1.938329430132709,0.00025994996611945797,1.0080681970734326
121,frozenset({43}),frozenset({56}),0.008457511075312122,0.03275607464089139,0.0005369848301785474,0.06349206349206349,1.938329430132709,0.00025994996611945797,1.032819784705489
122,frozenset({45}),frozenset({46}),0.03557524499932877,0.007383541414955027,0.0005369848301785474,0.015094339622641508,2.044322469982847,0.00027431353537883175,1.0078289713602948
123,frozenset({46}),frozenset({45}),0.007383541414955027,0.03557524499932877,0.0005369848301785474,0.07272727272727272,2.044322469982847,0.00027431353537883175,1.040065912255626
124,frozenset({56}),frozenset({45}),0.03275607464089139,0.03557524499932877,0.0012082158679017317,0.036885245901639344,1.0368233838540055,4.291048733572034e-05,1.0013601711496332
125,frozenset({45}),frozenset({56}),0.03557524499932877,0.03275607464089139,0.0012082158679017317,0.033962264150943396,1.0368233838540057,4.291048733572034e-05,1.0012485946100147
126,frozenset({46}),frozenset({47}),0.007383541414955027,0.0873942811115586,0.0006712310377231843,0.09090909090909091,1.0402178466694596,2.5951743705769463e-05,1.0038662907772857
127,frozenset({47}),frozenset({46}),0.0873942811115586,0.007383541414955027,0.0006712310377231843,0.0076804915514592925,1.0402178466694594,2.5951743705769463e-05,1.0002992485121738
128,frozenset({54}),frozenset({47}),0.027117733924016646,0.0873942811115586,0.0025506779433481005,0.09405940594059406,1.0762649997718665,0.0001807430816841405,1.0073571323249462
129,frozenset({47}),frozenset({54}),0.0873942811115586,0.027117733924016646,0.0025506779433481005,0.029185867895545316,1.0762649997718667,0.0001807430816841405,1.0021303088852298
130,frozenset({48}),frozenset({56}),0.013827359377097597,0.03275607464089139,0.0008054772452678212,0.05825242718446602,1.778370205315932,0.00035254722942518283,1.0270734465153422
131,frozenset({56}),frozenset({48}),0.03275607464089139,0.013827359377097597,0.0008054772452678212,0.024590163934426233,1.778370205315932,0.00035254722942518283,1.0110341357646564
132,frozenset({56}),frozenset({51}),0.03275607464089139,0.04644918781044435,0.003087662773526648,0.09426229508196722,2.0293636880507915,0.00156616971059895,1.052789132010188
133,frozenset({51}),frozenset({56}),0.04644918781044435,0.03275607464089139,0.003087662773526648,0.06647398843930635,2.0293636880507915,0.00156616971059895,1.0361188797964447
134,frozenset({52}),frozenset({54}),0.0178547456034367,0.027117733924016646,0.0005369848301785474,0.030075187969924814,1.109059778158267,5.280458962354491e-05,1.0030491580473317
135,frozenset({54}),frozenset({52}),0.027117733924016646,0.0178547456034367,0.0005369848301785474,0.019801980198019802,1.109059778158267,5.280458962354491e-05,1.001986572667201
136,frozenset({56}),frozenset({52}),0.03275607464089139,0.0178547456034367,0.0006712310377231843,0.020491803278688527,1.1476950573154199,8.637965804288422e-05,1.0026922262458637
137,frozenset({52}),frozenset({56}),0.0178547456034367,0.03275607464089139,0.0006712310377231843,0.03759398496240601,1.1476950573154197,8.637965804288422e-05,1.0050268911934488
138,frozenset({66}),frozenset({52}),0.030473889112632567,0.0178547456034367,0.0008054772452678212,0.02643171806167401,1.480374946176013,0.0002613737076144273,1.008809831439004
139,frozenset({52}),frozenset({66}),0.0178547456034367,0.030473889112632567,0.0008054772452678212,0.04511278195488722,1.480374946176013,0.0002613737076144273,1.0153304940788965
140,frozenset({57}),frozenset({53}),0.007920526245133576,0.014095851792186871,0.0008054772452678212,0.10169491525423728,7.214527845036319,0.0006938306812002919,1.0975159385709616
141,frozenset({53}),frozenset({57}),0.014095851792186871,0.007920526245133576,0.0008054772452678212,0.05714285714285714,7.214527845036319,0.0006938306812002919,1.0522055024672825
142,frozenset({56}),frozenset({55}),0.03275607464089139,0.004967109679151564,0.0006712310377231843,0.020491803278688527,4.1254984492689415,0.0005085280223234015,1.0158494779844645
143,frozenset({55}),frozenset({56}),0.004967109679151564,0.03275607464089139,0.0006712310377231843,0.13513513513513511,4.125498449268941,0.0005085280223234015,1.1183757886964694
144,frozenset({56}),frozenset({63}),0.03275607464089139,0.016378037320445696,0.000939723452812458,0.02868852459016394,1.7516460628863213,0.000403243239872634,1.012674088159541
145,frozenset({63}),frozenset({56}),0.016378037320445696,0.03275607464089139,0.000939723452812458,0.05737704918032788,1.7516460628863213,0.000403243239872634,1.0261196425548804
146,frozenset({56}),frozenset({66}),0.03275607464089139,0.030473889112632567,0.002819170358437374,0.08606557377049182,2.8242399075612052,0.0018209653720657343,1.0608267760381958
147,frozenset({66}),frozenset({56}),0.030473889112632567,0.03275607464089139,0.002819170358437374,0.09251101321585903,2.824239907561205,0.0018209653720657343,1.065846461439406
148,frozenset({56}),frozenset({67}),0.03275607464089139,0.019331453886427707,0.0010739696603570949,0.03278688524590164,1.6960382513661203,0.00044074711393631894,1.0139115476767442
149,frozenset({67}),frozenset({56}),0.019331453886427707,0.03275607464089139,0.0010739696603570949,0.05555555555555556,1.6960382513661205,0.00044074711393631894,1.0241406268508209
150,"frozenset({5, 29})",frozenset({0}),0.005369848301785474,0.09692576184722781,0.0006712310377231843,0.125,1.2896468144044322,0.00015075440006858472,1.0320848436031682
151,frozenset({0}),"frozenset({5, 29})",0.09692576184722781,0.005369848301785474,0.0006712310377231843,0.006925207756232687,1.2896468144044322,0.00015075440006858472,1.0015662057546875
152,"frozenset({0, 9})",frozenset({29}),0.0016109544905356424,0.10417505705463821,0.0005369848301785474,0.3333333333333333,3.199742268041237,0.00036916355421457125,1.3437374144180425
153,"frozenset({0, 29})",frozenset({9}),0.00939723452812458,0.02752047254665056,0.0005369848301785474,0.05714285714285715,2.076376306620209,0.00027836849533285826,1.0314176806323403
154,"frozenset({9, 29})",frozenset({0}),0.002282185528258827,0.09692576184722781,0.0005369848301785474,0.2352941176470588,2.4275704741730486,0.00031578225917534256,1.1809432345074713
155,frozenset({0}),"frozenset({9, 29})",0.09692576184722781,0.002282185528258827,0.0005369848301785474,0.00554016620498615,2.4275704741730486,0.00031578225917534256,1.003276130986904
156,frozenset({9}),"frozenset({0, 29})",0.02752047254665056,0.00939723452812458,0.0005369848301785474,0.01951219512195122,2.0763763066202094,0.00027836849533285826,1.0103162533419625
157,frozenset({29}),"frozenset({0, 9})",0.10417505705463821,0.0016109544905356424,0.0005369848301785474,0.005154639175257732,3.199742268041237,0.00036916355421457125,1.0035620457452648
158,"frozenset({0, 29})",frozenset({15}),0.00939723452812458,0.027654718754195194,0.0005369848301785474,0.05714285714285715,2.0662968099861305,0.00027710695223605,1.0312752982910052
159,"frozenset({0, 15})",frozenset({29}),0.0014767082829910056,0.10417505705463821,0.0005369848301785474,0.3636363636363636,3.490627928772258,0.0003831486605449026,1.4077249103427112
160,"frozenset({29, 15})",frozenset({0}),0.0033561551886159215,0.09692576184722781,0.0005369848301785474,0.16,1.650747922437673,0.00021168693164442268,1.0750883787533003
161,frozenset({0}),"frozenset({29, 15})",0.09692576184722781,0.0033561551886159215,0.0005369848301785474,0.00554016620498615,1.650747922437673,0.00021168693164442268,1.002196178208662
162,frozenset({29}),"frozenset({0, 15})",0.10417505705463821,0.0014767082829910056,0.0005369848301785474,0.005154639175257732,3.4906279287722586,0.0003831486605449026,1.0036969875290143
163,frozenset({15}),"frozenset({0, 29})",0.027654718754195194,0.00939723452812458,0.0005369848301785474,0.019417475728155338,2.0662968099861305,0.00027710695223605,1.0102186618178532
164,"frozenset({0, 26})",frozenset({29}),0.004027386226339106,0.10417505705463821,0.0005369848301785474,0.1333333333333333,1.2798969072164945,0.00011743164026860694,1.0336441649369559
165,"frozenset({0, 29})",frozenset({26}),0.00939723452812458,0.05195328231977447,0.0005369848301785474,0.05714285714285715,1.099889258028793,4.876765171375855e-05,1.00550409450933
166,"frozenset({26, 29})",frozenset({0}),0.0017452006980802793,0.09692576184722781,0.0005369848301785474,0.30769230769230765,3.174515235457063,0.0003678299229408025,1.304440566220671
167,frozenset({0}),"frozenset({26, 29})",0.09692576184722781,0.0017452006980802793,0.0005369848301785474,0.00554016620498615,3.1745152354570636,0.0003678299229408025,1.003816107376025
168,frozenset({26}),"frozenset({0, 29})",0.05195328231977447,0.00939723452812458,0.0005369848301785474,0.010335917312661497,1.099889258028793,4.876765171375855e-05,1.0009484862600935
169,frozenset({29}),"frozenset({0, 26})",0.10417505705463821,0.004027386226339106,0.0005369848301785474,0.005154639175257732,1.2798969072164947,0.00011743164026860694,1.0011330936377731
170,"frozenset({45, 29})",frozenset({5}),0.0013424620754463685,0.07329842931937172,0.0005369848301785474,0.4,5.457142857142858,0.00043858446862750475,1.5445026178010473
171,"frozenset({5, 29})",frozenset({45}),0.005369848301785474,0.03557524499932877,0.0005369848301785474,0.1,2.810943396226415,0.00034595116123329966,1.0715830611118569
172,"frozenset({5, 45})",frozenset({29}),0.0013424620754463685,0.10417505705463821,0.0005369848301785474,0.4,3.8396907216494847,0.000397133766875234,1.493041571575603
173,frozenset({29}),"frozenset({5, 45})",0.10417505705463821,0.0013424620754463685,0.0005369848301785474,0.005154639175257732,3.8396907216494847,0.000397133766875234,1.0038319293127638
174,frozenset({45}),"frozenset({5, 29})",0.03557524499932877,0.005369848301785474,0.0005369848301785474,0.015094339622641508,2.810943396226415,0.00034595116123329966,1.009873525670601
175,frozenset({5}),"frozenset({45, 29})",0.07329842931937172,0.0013424620754463685,0.0005369848301785474,0.007326007326007326,5.457142857142857,0.00043858446862750475,1.0060277042561
176,"frozenset({52, 29})",frozenset({15}),0.0012082158679017317,0.027654718754195194,0.0005369848301785474,0.4444444444444445,16.071197411003237,0.0005035719601573692,1.7502215062424484
177,"frozenset({52, 15})",frozenset({29}),0.0017452006980802793,0.10417505705463821,0.0005369848301785474,0.30769230769230765,2.9536082474226797,0.00035517844788423994,1.2939693620321893
178,"frozenset({29, 15})",frozenset({52}),0.0033561551886159215,0.0178547456034367,0.0005369848301785474,0.16,8.961203007518797,0.00047706153308015606,1.1692205409482896
179,frozenset({52}),"frozenset({29, 15})",0.0178547456034367,0.0033561551886159215,0.0005369848301785474,0.030075187969924814,8.961203007518797,0.00047706153308015606,1.0275475299218146
180,frozenset({29}),"frozenset({52, 15})",0.10417505705463821,0.0017452006980802793,0.0005369848301785474,0.005154639175257732,2.95360824742268,0.00035517844788423994,1.0034271039615152
181,frozenset({15}),"frozenset({52, 29})",0.027654718754195194,0.0012082158679017317,0.0005369848301785474,0.019417475728155338,16.071197411003237,0.0005035719601573692,1.0185698392634268
182,"frozenset({51, 47})",frozenset({15}),0.003221908981071285,0.027654718754195194,0.0006712310377231843,0.20833333333333331,7.533373786407767,0.0005821300510000422,1.2282256184157532
183,"frozenset({51, 15})",frozenset({47}),0.0016109544905356424,0.0873942811115586,0.0006712310377231843,0.41666666666666663,4.767665130568356,0.0005304428281193847,1.5644669466658996
184,"frozenset({15, 47})",frozenset({51}),0.003758893811249832,0.04644918781044435,0.0006712310377231843,0.17857142857142855,3.844446738232865,0.0004966334731249238,1.1608444670133722
185,frozenset({51}),"frozenset({15, 47})",0.04644918781044435,0.003758893811249832,0.0006712310377231843,0.014450867052023121,3.8444467382328655,0.0004966334731249238,1.0108487470419576
186,frozenset({47}),"frozenset({51, 15})",0.0873942811115586,0.0016109544905356424,0.0006712310377231843,0.0076804915514592925,4.767665130568355,0.0005304428281193847,1.0061165149019526
187,frozenset({15}),"frozenset({51, 47})",0.027654718754195194,0.003221908981071285,0.0006712310377231843,0.024271844660194174,7.533373786407767,0.0005821300510000422,1.021573565919897
188,"frozenset({66, 47})",frozenset({15}),0.0017452006980802793,0.027654718754195194,0.0005369848301785474,0.30769230769230765,11.126213592233007,0.0004887217957035122,1.4044987395772737
189,"frozenset({66, 15})",frozenset({47}),0.0016109544905356424,0.0873942811115586,0.0005369848301785474,0.3333333333333333,3.8141321044546848,0.00039619662057474787,1.368908578332662
190,"frozenset({15, 47})",frozenset({66}),0.003758893811249832,0.030473889112632567,0.0005369848301785474,0.14285714285714285,4.68785399622404,0.00042243671698835925,1.131113796035262
191,frozenset({66}),"frozenset({15, 47})",0.030473889112632567,0.003758893811249832,0.0005369848301785474,0.01762114537444934,4.687853996224041,0.00042243671698835925,1.0141109018154542
192,frozenset({47}),"frozenset({66, 15})",0.0873942811115586,0.0016109544905356424,0.0005369848301785474,0.006144393241167435,3.8141321044546848,0.00039619662057474787,1.0045614661926758
193,frozenset({15}),"frozenset({66, 47})",0.027654718754195194,0.0017452006980802793,0.0005369848301785474,0.019417475728155338,11.12621359223301,0.0004887217957035122,1.0180222210702745
